country,st_conn_rate [%],end_conn_rate [%],grid_cost_ceiling [EUR/MWh],Label,demand_st [GWh],demand_end [GWh],gfa_st [ha],gfa_end [ha],footprint_dh_area [ha],dhPot_2020 [GWh],dhPot_2050 [GWh],supplied_heat_over_grid_lifetime [TWh],gridCost_dist_absolute [MEUR],gridCost_service_pipe_absolute [MEUR],gridCost_total_absolute [MEUR],spCostEn [EUR/MWh],spCostMet (wo. serv. pipe) [EUR/m],trench_len_dist [km],trench_len_serv [km]
AT,0.55,0.8,36.0,129,20.268060000000002,8.01682,13.978679999999999,13.980938,40,11.147433000000001,6.413456,0.24,4.95097001,2.90012482,7.85109483,32.66,1102.66,7.12014,6.10052
AT,0.55,0.8,36.0,130,48.08197,19.568189999999998,35.511949,35.517683,111,26.445083500000006,15.654552,0.578,12.68108554,8.04202379,20.72310936,35.85,1087.01,19.06425,16.96219
AT,0.55,0.8,36.0,131,33.09392,116.2723,41.579788,227.766379,17,18.201656,93.01784,1.463,3.1213775,0.85185994,3.97323745,2.72,1409.0,2.81989,1.84371
AT,0.55,0.8,36.0,132,16.663259999999998,33.33269,17.754467,64.816887,151,9.164793,26.666152000000004,0.479,8.27112514,6.205347980000001,14.47647318,30.23,1082.31,13.37556,13.46977
AT,0.55,0.8,36.0,133,20.54591,8.535620000000002,14.342478,14.344793,48,11.3002505,6.828496000000001,0.249,5.40565521,3.49635209,8.90200727,35.68,1097.35,8.11231,7.35645
AT,0.55,0.8,36.0,134,35.10248,14.20058,23.536388,23.540187,75,19.306364000000006,11.360464,0.421,9.21495534,5.76503571,14.979991199999999,35.59,1104.86,13.55824,12.126959999999999
AT,0.55,0.8,36.0,135,1722.47074,705.1394799999999,1293.4951199999998,1308.48924,4607,947.3589070000002,564.111584,20.739,442.50888516000003,298.06801166,740.5768973400001,35.71,1081.33,684.87334,631.2410600000001
AT,0.55,0.8,36.0,136,10.39234,20.38331,10.852753,40.161775,65,5.715787000000001,16.306648000000003,0.296,3.16275639,2.4923026299999997,5.655058990000001,19.14,1064.66,5.3116,5.40217
AT,0.55,0.8,36.0,137,2.98031,9.78804,3.593149,19.411926,15,1.6391705000000003,7.830432000000001,0.125,1.53131536,0.70045442,2.23176979,17.81,1269.18,1.75844,1.48567
AT,0.55,0.8,36.0,138,16.704099999999997,6.83883,12.657684,12.659727,36,9.187254999999999,5.471064,0.201,4.3978135499999995,2.74900606,7.1468196100000005,35.48,1083.9,6.59363,5.78263
AT,0.55,0.8,36.0,139,17.75323,8.12468,13.804371,15.255189000000001,48,9.7642765,6.499744000000001,0.223,4.77195577,3.22359244,7.99554822,35.79,1081.12,7.39561,6.83992
AT,0.55,0.8,36.0,140,33.2858,14.033,27.615751,27.620208,76,18.307190000000002,11.226400000000002,0.407,9.08237049,5.567162349999999,14.64953291,36.0,1065.08,13.7544,11.72777
AT,0.55,0.8,36.0,141,24.156419999999997,10.14335,17.320512,17.323307999999997,52,13.286031000000001,8.11468,0.295,6.30701352,4.10391189,10.410925449999999,35.3,1098.49,9.477469999999999,8.632729999999999
AT,0.55,0.8,36.0,142,27.87818,11.88676,22.593909,22.597556,65,15.332999000000003,9.509408000000002,0.343,7.49836903,4.46205668,11.96042564,34.89,1068.84,11.19005,9.39259
AT,0.55,0.8,36.0,143,25.53923,10.93896,21.555970000000002,21.559449,60,14.0465765,8.751168,0.315,6.92949855,4.2083841699999995,11.13788277,35.39,1064.17,10.46631,8.85249
AT,0.55,0.8,36.0,144,44.21161,18.25507,31.307329,30.774715000000004,98,24.316385500000006,14.604056,0.534,11.234952300000002,6.9795513499999995,18.21450364,34.13,1105.18,16.48103,14.68174
AT,0.55,0.8,36.0,145,143.50538,61.45322,112.51161299999998,117.86684,348,78.927959,49.162576,1.758,37.8796837,24.52596827,62.40565219,35.5,1077.34,57.92575,51.78398
AT,0.55,0.8,36.0,146,72.07858999999999,30.875790000000002,47.90603,48.439243,187,39.6432245,24.700632000000002,0.887,18.53664216,12.809284380000001,31.34592643,35.33,1096.97,28.57491,27.134259999999998
AT,0.55,0.8,36.0,147,27.35713,11.24957,18.639053,17.823206,61,15.046421500000003,8.999656000000002,0.331,7.21555928,4.6636818,11.879241050000001,35.93,1101.01,10.78944,9.81022
AT,0.55,0.8,36.0,148,1.95417,11.66264,2.2567,23.000571,4,1.0747935000000002,9.330112,0.126,0.50512316,0.23401029999999998,0.7391334599999999,5.84,1257.63,0.58772,0.49875
AT,0.55,0.8,36.0,149,172.16563,72.06098,127.421226,127.441796,441,94.69109650000001,57.648784,2.098,45.40516037,29.81704755,75.22220798000001,35.85,1081.25,69.56975999999999,63.166160000000005
AT,0.55,0.8,36.0,150,30.988220000000002,12.62444,22.646704,21.674464,68,17.043521000000002,10.099552000000001,0.373,8.16525021,5.09543382,13.26068403,35.58,1093.44,12.12746,10.71843
AT,0.55,0.8,36.0,151,4.68094,6.7623500000000005,4.59374,13.035145,23,2.5745169999999997,5.409880000000001,0.108,2.18685287,1.65317132,3.8400242,35.54,1148.27,3.34417,3.52018
AT,0.55,0.8,36.0,152,64.70255,25.75882,44.386480999999996,43.160869,137,35.586402500000005,20.607056,0.768,16.52885035,10.2347629,26.76361332,34.83,1103.28,24.25818,21.52919
AT,0.55,0.8,36.0,153,3.37001,9.191840000000001,4.107933999999999,18.458484,6,1.8535055000000003,7.353472000000001,0.122,0.90625159,0.39880078,1.3050523799999998,10.67,1187.56,1.09894,0.83889
AT,0.55,0.8,36.0,154,19.85782,7.76103,13.348598,12.764318,37,10.921801000000002,6.208824000000001,0.234,4.6417872000000004,2.6681954,7.309982519999999,31.21,1112.4,6.57138,5.6126499999999995
AT,0.55,0.8,36.0,155,2.80054,8.25424,3.243187,16.029595999999998,7,1.540297,6.603392,0.108,0.69800951,0.34997308,1.0479825999999999,9.73,1147.88,0.9129700000000001,0.75915
AT,0.55,0.8,36.0,156,29.635180000000002,11.934629999999999,20.165010000000002,20.168264,62,16.299349000000003,9.547704,0.355,7.723101,4.73240375,12.45550478,35.13,1102.39,11.29859,9.954780000000001
AT,0.55,0.8,36.0,157,115.63367,45.11295,78.882698,75.433272,254,63.598518500000004,36.090360000000004,1.363,29.03418537,19.023660829999997,48.05784637,35.27,1106.69,43.42482,40.097339999999996
AT,0.55,0.8,36.0,158,42.60254,18.514740000000003,30.813294,29.475425,95,23.431397,14.811792000000002,0.529,11.40674373,7.51595709,18.92270078,35.79,1096.73,17.25373,15.83142
AT,0.55,0.8,36.0,159,17.630380000000002,10.33456,15.884087,20.294915,45,9.696709,8.267648,0.248,5.0643566,3.29315654,8.3575131,33.73,1055.23,7.920100000000001,6.99011
AT,0.55,0.8,36.0,160,2.304,7.17707,2.7282889999999997,14.089715,15,1.2672,5.741656,0.093,1.32377051,0.71942554,2.04319604,22.0,1234.83,1.65464,1.54046
AT,0.55,0.8,36.0,161,25.78973,15.77515,17.839284,27.940479999999997,69,14.184351500000002,12.620120000000002,0.363,7.61063025,5.468464679999999,13.07909489,35.98,1121.54,11.66169,11.503110000000001
AT,0.55,0.8,36.0,162,131.98152,54.862300000000005,94.225836,94.27362600000001,404,72.58983599999999,43.88984000000001,1.603,33.900616619999994,23.43502049,57.33563743,35.76,1079.61,53.107589999999995,49.760940000000005
AT,0.55,0.8,36.0,163,359.67985,161.03560000000002,312.16506499999997,312.21546,897,197.82391750000002,128.82848,4.531,98.4631638,64.12485154,162.58801555000002,35.88,1058.48,153.60542999999998,135.49934
AT,0.55,0.8,36.0,164,6.010350000000001,6.57552,5.334129,12.590717999999999,22,3.3056925000000006,5.260416000000001,0.116,2.26902532,1.54637223,3.81539754,32.94,1118.23,3.4120100000000004,3.2641
AT,0.55,0.8,36.0,165,141.36378,56.16601,97.053723,92.80885500000001,313,77.75007900000001,44.93280800000001,1.68,36.60179701,23.42664789,60.02844468,35.73,1102.62,54.441669999999995,49.3158
AT,0.55,0.8,36.0,166,2.66077,6.36825,2.894056,12.484738,17,1.4634235000000002,5.094600000000001,0.088,1.16570829,0.76487225,1.93058053,21.99,1130.68,1.7074500000000001,1.64783
AT,0.55,0.8,36.0,167,15.6214,6.84544,13.034556,13.036660000000001,32,8.59177,5.476352,0.195,3.84818128,2.10818998,5.95637124,30.58,1075.83,5.53653,4.4346499999999995
AT,0.55,0.8,36.0,168,32.508810000000004,12.71913,21.540617,20.597765,66,17.879845500000002,10.175304,0.384,8.141800120000001,5.21874285,13.36054301,34.83,1111.7,12.01807,10.990680000000001
AT,0.55,0.8,36.0,169,83.82647999999999,42.23124,65.38901899999999,75.401383,243,46.104563999999996,33.784992,1.102,23.24802328,15.74494739,38.99297068,35.37,1072.32,36.36331,33.405879999999996
AT,0.55,0.8,36.0,170,88.93725,36.81057,59.323595,59.333172,204,48.915487500000005,29.448456000000004,1.078,23.22926019,15.316486789999999,38.54574702,35.75,1108.73,34.765629999999994,32.26243
AT,0.55,0.8,36.0,171,21.67985,9.275709999999998,14.333656,14.335970000000001,47,11.9239175,7.420567999999999,0.267,5.71242191,3.72681871,9.43924063,35.35,1111.65,8.491200000000001,7.8395
AT,0.55,0.8,36.0,172,3.72352,12.8928,4.568037,25.605887,3,2.047936,10.31424,0.163,0.64390528,0.15622778,0.8001330600000001,4.9,1456.19,0.54947,0.32863
AT,0.55,0.8,36.0,173,265.52286,119.52161,220.710434,231.458358,634,146.037573,95.617288,3.334,73.6554325,46.309613840000004,119.96504629,35.99,1066.25,112.51133999999999,97.61809
AT,0.55,0.8,36.0,174,53.5801,22.48574,39.327965,39.334314,116,29.469055,17.988592,0.654,13.70598239,8.47506125,22.181043640000002,33.92,1086.62,20.4128,17.84122
AT,0.55,0.8,36.0,175,72.01128,30.11682,45.96445,45.97187,164,39.606204000000005,24.093456000000003,0.877,18.83834066,12.56247072,31.40081137,35.8,1111.34,28.25493,26.44452
AT,0.55,0.8,36.0,176,7.63354,11.773729999999999,6.909408,22.502864000000002,56,4.198447,9.418984,0.183,3.62979628,2.74770264,6.377498940000001,34.77,1110.36,5.743609999999999,5.92495
AT,0.55,0.8,36.0,177,88.15444000000001,58.76554,77.246801,114.37413400000001,239,48.484942000000004,47.012432000000004,1.31,25.838707739999997,18.35205388,44.1907617,33.74,1063.52,41.55124,38.98459
AT,0.55,0.8,36.0,178,140.10506,61.058879999999995,106.76528300000001,109.15955500000001,348,77.05778300000001,48.847104,1.737,36.47861637,24.13482259,60.613439,34.9,1076.59,56.301559999999995,51.06999
AT,0.55,0.8,36.0,179,31.59131,13.24211,18.945762,19.404378,73,17.375220500000005,10.593688000000002,0.384,8.138116459999999,5.55485462,13.692971140000001,35.63,1124.95,12.1721,11.69619
AT,0.55,0.8,36.0,180,27.936259999999997,11.48526,18.096203,18.099123000000002,59,15.364943000000002,9.188208000000001,0.338,7.19431291,4.50856359,11.70287652,34.66,1113.0,10.51473,9.48393
AT,0.55,0.8,36.0,181,61.837489999999995,30.24626,40.468363000000004,49.511596999999995,167,34.010619500000004,24.197008000000004,0.797,16.69830406,11.81295879,28.51126289,35.76,1096.51,26.00184,25.116799999999998
AT,0.55,0.8,36.0,182,2.23827,6.917,2.728539,13.513485000000001,29,1.2310485000000002,5.533600000000001,0.089,1.65015426,1.0259674,2.67612166,29.92,1217.82,2.19746,2.1941100000000002
AT,0.55,0.8,36.0,183,32.28219,13.51576,24.559563,24.563528,66,17.7552045,10.812608,0.394,8.17219662,4.85954892,13.03174548,33.11,1086.44,11.994950000000001,10.24357
AT,0.55,0.8,36.0,184,3.8415700000000004,12.81666,4.571184,25.680877,3,2.1128635000000004,10.253328000000002,0.164,0.34650782,0.09397348,0.44048131,2.69,1502.99,0.29307,0.19768
AT,0.55,0.8,36.0,185,16.831349999999997,7.47371,15.138754,15.141197,38,9.2572425,5.978968000000001,0.211,4.55574186,2.5688573999999997,7.12459914,33.73,1054.48,6.7565,5.4124300000000005
AT,0.55,0.8,36.0,186,92.86564,40.00301,61.941894999999995,60.014024,212,51.076102000000006,32.002408,1.148,24.598931829999998,15.87554356,40.474475299999995,35.26,1107.29,36.55257,33.39478
AT,0.55,0.8,36.0,187,37.34346,17.01499,34.819584000000006,34.825205,88,20.538903,13.611992000000003,0.475,10.45217172,6.3112916100000005,16.7634632,35.32,1050.79,15.95327,13.32418
AT,0.55,0.8,36.0,188,217.52506,93.03877,170.668838,174.87284,526,119.63878300000002,74.431016,2.671,58.30871709,37.31126024,95.61997729000001,35.79,1078.1,88.69295,78.72019999999999
AT,0.55,0.8,36.0,189,1391.50187,585.4098,1055.408214,1070.026108,2621,765.3260285000001,468.3278400000001,16.974,277.46061001,156.62087793,434.08148789,25.57,1100.11,394.57969,331.6963
AT,0.55,0.8,36.0,190,56.58629,24.47636,48.571567,48.579406,129,31.122459500000005,19.581088,0.7,15.51818833,9.61924991,25.13743827,35.89,1067.75,23.54243,20.251939999999998
AT,0.55,0.8,36.0,191,36.25379,16.07501,23.721098,24.20421,81,19.939584500000002,12.860008000000002,0.452,9.71830153,6.39897001,16.11727154,35.65,1114.87,14.45664,13.48159
AT,0.55,0.8,36.0,192,33.99271,14.85378,29.225726,29.230443,81,18.6959905,11.883024,0.423,9.34119479,5.8708602800000005,15.21205509,35.96,1065.83,14.272530000000001,12.34957
AT,0.55,0.8,36.0,193,3.94265,12.589799999999999,4.613299,25.236591,4,2.1684575000000006,10.07184,0.163,0.6006203,0.23538039000000002,0.83600069,5.14,1287.76,0.64919,0.50917
AT,0.55,0.8,36.0,194,34.03343,14.05702,21.03304,20.378411,73,18.7183865,11.245616000000002,0.412,8.74356256,5.67615374,14.41971627,34.98,1122.42,12.84696,11.93999
AT,0.55,0.8,36.0,195,5.677239999999999,6.8764899999999995,4.979748000000001,14.165351999999999,19,3.122482,5.5011920000000005,0.115,1.8521711399999998,1.4470988,3.2992698799999998,28.65,1099.81,2.99986,3.04402
AT,0.55,0.8,36.0,196,18.366259999999997,7.94134,15.320303,15.322776000000001,41,10.101443,6.353072,0.227,5.004300349999999,3.00360516,8.00790548,35.22,1066.38,7.50941,6.3181899999999995
AT,0.55,0.8,36.0,197,65.47222000000001,27.72531,52.295679,52.304121,141,36.009721000000006,22.180248000000002,0.802,17.09533127,10.43599362,27.5313247,34.31,1075.21,25.6055,21.95249
AT,0.55,0.8,36.0,198,71.50686,30.642349999999997,47.510641,46.031928,168,39.328773000000005,24.51388,0.882,18.485082289999998,12.054899429999999,30.53998171,34.64,1111.79,27.46911,25.35792
AT,0.55,0.8,36.0,199,2701.17191,1106.97865,2101.614441,2129.448128,6589,1485.6445505000002,885.58292,32.534,690.23576765,477.66731799,1167.9030868900002,35.9,1080.41,1080.98497,1012.65108
AT,0.55,0.8,36.0,200,69.47644,42.49254,61.168158999999996,83.614241,218,38.212042000000004,33.994032,0.992,19.21979425,12.84659684,32.0663912,32.31,1048.87,30.57241,27.52038
AT,0.55,0.8,36.0,201,18.807299999999998,7.80798,15.011923999999999,15.014347,43,10.344015,6.246384,0.228,5.052454780000001,3.06691625,8.11937101,35.56,1070.31,7.585979999999999,6.45137
AT,0.55,0.8,36.0,202,29.61236,11.64611,22.985646,22.989356,64,16.286798000000005,9.316888,0.35,7.8285615,4.74812109,12.57668258,35.91,1080.56,11.63908,9.98784
AT,0.55,0.8,36.0,203,3.10985,10.025459999999999,3.754921,20.121893,3,1.7104175000000001,8.020368,0.129,0.36703175,0.17955572,0.54658748,4.24,1258.58,0.43429,0.39904
AT,0.55,0.8,36.0,204,123.84516,63.10203,103.857289,117.30474099999999,304,68.114838,50.481624000000004,1.641,34.38104594,22.62946111,57.010507090000004,34.74,1068.75,53.34335,47.79144
AT,0.55,0.8,36.0,205,3.6840100000000002,8.47292,4.22149,16.61259,52,2.0262055,6.778336,0.117,2.34838421,1.70212695,4.05051116,34.6,1115.25,3.63194,3.7220500000000003
AT,0.55,0.8,36.0,206,55.48469,24.00249,38.376490999999994,38.382688,128,30.516579500000002,19.201992000000004,0.687,14.74683935,9.671902189999999,24.41874152,35.53,1101.94,22.1597,20.366529999999997
AT,0.55,0.8,36.0,207,2.7176799999999997,6.912439999999999,3.1235470000000003,13.696035,30,1.494724,5.529952000000001,0.093,1.4400895200000001,0.93016314,2.3702526699999997,25.51,1135.96,2.08657,2.0035
AT,0.55,0.8,36.0,208,40.8435,17.736349999999998,31.130863,31.135889000000002,94,22.463925000000003,14.18908,0.507,11.04461466,7.04059142,18.085205920000003,35.69,1082.73,16.70336,14.83147
AT,0.55,0.8,36.0,209,18.918200000000002,21.97994,17.294257,42.098731,96,10.405010000000003,17.583952,0.38,7.14470959,6.06505295,13.20976251,34.75,1064.3,12.41166,12.972520000000001
AT,0.55,0.8,36.0,210,36.80406,15.75231,26.823961999999998,26.828291999999998,79,20.242233000000002,12.601848,0.453,9.70360676,6.02860433,15.73221114,34.69,1091.59,14.412139999999999,12.681389999999999
AT,0.55,0.8,36.0,211,16.487740000000002,7.17549,12.030451,12.032394,38,9.068257000000001,5.740392,0.205,4.44517903,2.80848732,7.25366641,35.41,1088.26,6.66535,5.90775
AT,0.55,0.8,36.0,212,5.92449,19.45593,7.361353,37.909822,52,3.2584695000000004,15.564744000000001,0.248,3.32453389,1.88217416,5.20670808,20.97,1235.46,4.2143999999999995,4.034800000000001
AT,0.55,0.8,36.0,213,2.33377,7.6306899999999995,2.750843,14.838659,42,1.2835735000000001,6.104552,0.097,1.92055773,1.20590247,3.12646021,32.33,1237.21,2.52702,2.57154
AT,0.55,0.8,36.0,214,3.86032,7.598979999999999,3.6429980000000004,14.539029000000001,29,2.1231760000000004,6.079184000000001,0.11,1.83854176,1.2929219699999999,3.13146368,28.56,1168.4,2.68012,2.7335599999999998
AT,0.55,0.8,36.0,215,3.86997,11.79675,4.496284999999999,22.900203,47,2.1284835,9.4374,0.153,2.78868447,1.77190003,4.5605845,29.8,1243.36,3.66794,3.7557
AT,0.55,0.8,36.0,216,4.08201,13.52892,4.960832,26.255962,35,2.2451055,10.823136,0.172,2.18524894,1.36439044,3.54963933,20.59,1267.47,2.80056,2.90004
AT,0.55,0.8,36.0,217,4.12126,16.32971,4.790021,31.860440000000004,12,2.266693,13.063768,0.194,1.30260571,0.8495281899999999,2.15213393,11.09,1128.78,1.9065999999999999,1.89276
AT,0.55,0.8,36.0,218,24.955080000000002,9.94424,16.2892,16.291829,53,13.725294000000002,7.955392,0.297,6.48075224,4.11133942,10.59209166,35.65,1110.92,9.5345,8.64835
AT,0.55,0.8,36.0,219,3.09313,8.40404,3.154224,16.113351,14,1.7012215000000002,6.723232000000001,0.112,1.4351939599999999,0.7517298499999999,2.18692381,19.45,1264.64,1.72929,1.5812899999999999
AT,0.55,0.8,36.0,220,8.92782,13.56346,8.816322999999999,27.388505,25,4.9103010000000005,10.850768,0.212,2.4252281200000003,2.01188472,4.437112849999999,20.98,1061.77,4.178979999999999,4.3168299999999995
AT,0.55,0.8,36.0,221,17.62023,7.073060000000001,11.761928999999999,11.763828,38,9.691126500000001,5.658448000000001,0.211,4.57612288,2.80732654,7.38344942,35.07,1102.13,6.69928,5.9266499999999995
AT,0.55,0.8,36.0,222,104.38631,46.6039,73.78913100000001,74.79392,228,57.412470500000005,37.283120000000004,1.311,27.055534329999997,17.44395333,44.4994876,33.93,1098.81,40.49783,36.73777
AT,0.55,0.8,36.0,223,20.17193,8.79918,16.264421,16.267046,46,11.094561500000001,7.039344000000001,0.251,5.5171472800000005,3.47192921,8.989076429999999,35.83,1075.16,8.360719999999999,7.30333
AT,0.55,0.8,36.0,224,66.91525,29.248849999999997,46.545394,47.751003000000004,151,36.80338750000001,23.39908,0.831,16.73749709,10.53249468,27.26999173,32.83,1104.77,24.683889999999998,22.15548
AT,0.55,0.8,36.0,225,11.64731,11.28347,9.805197999999999,20.704473,42,6.4060205,9.026776,0.211,3.9967274500000003,3.04131309,7.03804046,33.4,1092.26,6.443569999999999,6.3975100000000005
AT,0.55,0.8,36.0,226,5.9033299999999995,10.667819999999999,6.3173449999999995,21.599351000000002,19,3.2468315000000003,8.534256,0.158,2.10686808,1.55560157,3.66246969,23.19,1110.91,3.2968200000000003,3.31128
AT,0.55,0.8,36.0,227,11.175559999999999,7.727189999999999,8.914174000000001,13.579612,31,6.146558,6.181752,0.17,3.1585739,2.01355555,5.17212943,30.43,1103.23,4.68816,4.23702
AT,0.55,0.8,36.0,228,9.2145,7.89977,8.482168,15.709098000000001,35,5.067975000000001,6.319816000000001,0.155,3.1129706699999997,2.46898305,5.58195375,35.95,1048.49,5.32378,5.28054
AT,0.55,0.8,36.0,229,3.44017,11.37467,4.051692,22.71154,12,1.8920935000000003,9.099736000000002,0.146,1.1450981999999998,0.40324006,1.54833824,10.61,1347.58,1.1489800000000001,0.84823
AT,0.55,0.8,36.0,230,20.95373,8.39704,13.360782,13.362939,46,11.524551500000001,6.717632000000002,0.25,5.44182803,3.5086627900000003,8.95049087,35.78,1113.29,8.03965,7.3806
AT,0.55,0.8,36.0,231,8.02851,19.24548,9.300526,39.237999,41,4.415680500000001,15.396384000000001,0.264,2.09984082,1.53430771,3.63414857,13.77,1034.45,3.51312,3.4043
AT,0.55,0.8,36.0,232,13.87673,6.2925699999999996,11.601345,11.603218,32,7.6322015,5.0340560000000005,0.176,3.83510085,2.3612533399999998,6.19635419,35.21,1066.33,5.81091,4.9669799999999995
AT,0.55,0.8,36.0,233,7.87101,7.862970000000001,5.665508,14.293064000000001,24,4.329055500000001,6.290376,0.144,2.51935748,1.9906556299999998,4.51001312,31.4,1144.0,3.94232,4.18742
AT,0.55,0.8,36.0,234,6.41473,18.45805,7.485291,37.030732,11,3.5281015000000004,14.766440000000001,0.243,1.36412994,0.69814562,2.06227555,8.47,1170.5,1.7618800000000001,1.5321600000000002
AT,0.55,0.8,36.0,235,5.85252,8.027479999999999,5.8084620000000005,15.211575,31,3.2188860000000004,6.421984,0.131,2.3791426099999997,1.86369022,4.24283287,32.35,1097.77,3.86496,3.9852
AT,0.55,0.8,36.0,236,33.49784,19.43182,21.77729,31.380108,103,18.423811999999998,15.545456,0.465,9.50905043,7.1823368499999996,16.691387289999998,35.88,1110.88,15.02543,15.20592
AT,0.55,0.8,36.0,237,8.79834,8.638969999999999,6.875967,15.284634,33,4.839087,6.911175999999999,0.16,3.23058742,2.28187932,5.51246679,34.44,1153.33,4.7796,4.8238199999999996
AT,0.55,0.8,36.0,238,17.0005,6.9358699999999995,11.965734,11.967665,42,9.350275000000002,5.548696,0.205,4.51874232,2.8291285499999996,7.34787084,35.89,1094.24,6.71507,5.95117
AT,0.55,0.8,36.0,239,9.62032,9.99533,8.455969999999999,18.927960000000002,39,5.291176,7.996264,0.18,3.6092638399999997,2.5262199900000004,6.13548382,34.02,1109.67,5.529109999999999,5.31921
AT,0.55,0.8,36.0,240,16.175459999999998,6.49111,10.796128999999999,10.797871,31,8.896503000000001,5.192888,0.193,3.95361625,2.38364798,6.337264230000001,32.79,1116.14,5.67785,5.01409
AT,0.55,0.8,36.0,241,110.46529,47.64207,71.15759200000001,72.883494,252,60.7559095,38.113656000000006,1.363,28.73868138,19.45059841,48.189279799999994,35.36,1115.71,43.191559999999996,40.97188
AT,0.55,0.8,36.0,242,192.32021,83.52636,104.876697,112.790443,511,105.7761155,66.821088,2.369,48.55191956,33.680435200000005,82.23235496,34.71,1130.17,72.76136,71.27758
AT,0.55,0.8,36.0,243,82.76735000000001,36.17719,57.298809999999996,57.05268100000001,198,45.52204250000001,28.941752000000005,1.031,22.250991539999998,14.752154050000001,37.00314546,35.91,1099.75,33.646800000000006,31.031689999999998
AT,0.55,0.8,36.0,244,55.41855,21.206319999999998,26.513749,26.43263,114,30.480202500000004,16.965056,0.647,13.52032802,9.20211228,22.72244022,35.12,1170.05,19.420060000000003,19.35697
AT,0.55,0.8,36.0,245,750.69286,311.29963,568.1031,568.4645849999999,1733,412.881073,249.03970400000003,9.109,197.29028061000002,127.46167867,324.7519594,35.65,1086.06,299.01842999999997,268.50587
AT,0.55,0.8,36.0,246,18.12468,26.14497,18.84301,52.247562,93,9.968574,20.915976000000004,0.416,6.1484938200000006,5.02108986,11.16958365,26.85,1025.98,10.886709999999999,10.78572
AT,0.55,0.8,36.0,247,434.65783,182.87768,335.055352,335.7733,1000,239.06180650000005,146.302144,5.309,113.29489508,71.54865268,184.84354800999998,34.82,1080.7,171.04061,150.93285
AT,0.55,0.8,36.0,248,54.72949,24.536060000000003,45.890513,45.897926,150,30.101219500000003,19.628848,0.69,14.66588736,10.07963831,24.74552581,35.87,1060.88,23.32546,21.51424
